행정동_코드,행정동_명,gu_name,lat,lng,영역_면적
11620685,신사동,관악구,37.48857512869989,126.91941111122881,641031
11620695,신림동,관악구,37.48988720913619,126.92795802636223,541240
11620715,난향동,관악구,37.464257013476015,126.9193133706982,821397
11620725,조원동,관악구,37.48557542975624,126.90813031510389,666607
11620735,대학동,관악구,37.45566046419139,126.94930748683788,8405183
11620745,삼성동,관악구,37.46359774823791,126.93087745311492,2604386
11620765,미성동,관악구,37.47867990341371,126.91625635497255,1359429
11620775,난곡동,관악구,37.47338596539387,126.92192610131843,972373
11650510,서초1동,서초구,37.4896832677575,127.02089304231966,1382685
11500605,가양3동,강서구,37.56354693862773,126.86189902821226,474228
11500611,발산1동,강서구,37.55325485452698,126.82604365536586,2887669
11500615,우장산동,강서구,37.55335845520384,126.84190972668732,1261588
11500620,공항동,강서구,37.55856623259273,126.79540550986434,10861768
11500630,방화1동,강서구,37.57135304467758,126.8183604521788,1475606
11500640,방화2동,강서구,37.58545869076886,126.80480770753192,6157541
11500641,방화3동,강서구,37.58486784625151,126.81837263361479,2558908
11530510,신도림동,구로구,37.512781029410895,126.88296384887857,1392788
11530520,구로1동,구로구,37.49588933630945,126.87618299143013,1008892
11530530,구로2동,구로구,37.49962417607461,126.88070027230748,1703350
11530540,구로3동,구로구,37.48761923366115,126.89570137914114,1040120
11530550,구로4동,구로구,37.49435449104409,126.89108951664902,524507
11530560,구로5동,구로구,37.504741346793764,126.88933254559142,1012473
11530595,가리봉동,구로구,37.48544148003455,126.88884130178278,410996
11530720,고척1동,구로구,37.50345374469347,126.86448775570354,1151238
11530730,고척2동,구로구,37.508640183777494,126.8542538879259,1025572
11530740,개봉1동,구로구,37.502751180011415,126.84991138353652,1320319
11530750,개봉2동,구로구,37.49531814397806,126.85726540123478,782524
11530760,개봉3동,구로구,37.489285178628116,126.85300286382711,828418
11500530,등촌2동,강서구,37.548589217780574,126.8608066270293,910666
11500535,등촌3동,강서구,37.56395181930826,126.8469804637089,1060362
11500540,화곡1동,강서구,37.53652767236769,126.84170800132652,1197746
11650540,잠원동,서초구,37.51983164034521,127.0135255007974,1756867
11650550,반포본동,서초구,37.50696528383113,126.98834755557122,972536
11650560,반포1동,서초구,37.508280386275636,127.01755005270692,992368
11650570,반포2동,서초구,37.50997525322126,126.99675063545749,1396031
11650580,반포3동,서초구,37.51507494666961,127.00476991270924,1251708
11650581,반포4동,서초구,37.50229881866525,127.00414735137163,1427141
11650590,방배본동,서초구,37.49780214921414,126.98851879278543,677510
11710562,방이2동,송파구,37.51599386032613,127.11468167488302,769841
11710566,오륜동,송파구,37.52017723121274,127.12963102329316,3085088
11710570,오금동,송파구,37.506755667962885,127.13481063054574,1648868
11710580,송파1동,송파구,37.50993348077428,127.11115500248681,686925
11680521,논현1동,강남구,37.51462168151196,127.02729024561616,1258744
11680531,논현2동,강남구,37.517988890736405,127.03699674272228,1458524
11680545,압구정동,강남구,37.532504471411684,127.03510290294267,2345057
11680565,청담동,강남구,37.52714686865001,127.05125541689455,2329217
11680580,삼성1동,강남구,37.518051024115444,127.06158817505458,1944629
11680590,삼성2동,강남구,37.51460571262697,127.04956174340703,1242271
